Country,Arrival by mode of transport,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
ITALY,Air,8500.0,8558.4,8984.0,9200.0,9507.0,10773.0,10926.0,11567.0,12062.0,16927.0,18592.0,21520.0,23226.0,21368.0,19930.0,21092.0,23079.0,23276.0,24882.7,25736.7,28114.0,30483.8,34116.5,37229.5,39396.2,9976.4,11543.9,31761.6
ITALY,Water,2029.0,2164.8,2497.0,2338.0,2403.0,2952.0,2729.0,2913.0,2932.0,2022.0,2126.0,1901.0,1650.0,2118.0,2365.0,2552.0,2062.0,1820.0,1561.9,1511.0,1609.0,1701.5,1633.7,1701.0,1727.9,627.9,1026.5,1355.1
ITALY,Land,45177.0,49082.1,46518.0,46962.0,47612.0,48977.0,47304.0,49081.0,48031.0,39531.0,38512.0,42932.0,45394.0,47232.0,49397.0,49581.0,50725.0,51198.0,50317.700000000004,50446.399999999994,51344.7,52739.2,54181.200000000004,54298.2,54274.7,27814.5,27615.3,41199.9
JAMAICA,Air,1147.0,1162.0,1192.0,1225.0,1248.0,1323.0,1277.0,1266.0,1350.0,1415.0,1479.0,1679.0,1701.0,1767.0,1831.0,1922.0,1952.0,1986.0,2008.45,2080.0,2123.0,2181.7,2353.0,2473.0,2681.0,880.4,1464.0,2478.4
JAMAICA,Water,605.0,658.0,712.0,674.0,764.0,908.0,840.0,865.0,1133.0,1100.0,1136.0,1337.0,1180.0,1092.0,922.0,910.0,1125.0,1320.0,1265.0,1424.0,1569.0,1655.6,1923.0,1846.0,1553.0,449.3,71.0,852.3
JAPAN,Air,3652.0,4143.0,4530.0,4464.0,4717.0,5072.0,5061.0,5496.0,5428.0,6399.0,7022.0,7607.0,8486.0,8448.0,7147.0,8741.0,6681.0,8567.0,10635.0,13511.0,19117.4,22618.0,26687.0,29323.0,30644.3,4278.2,353.0,4195.9
JAPAN,Water,80.0,102.0,140.0,93.0,185.0,200.0,225.0,276.0,299.0,357.0,428.0,501.0,666.0,698.0,435.0,703.0,454.0,605.0,620.0,639.0,570.9,601.0,741.8,779.0,542.9,29.1,0.0,2.2
JORDAN,Air,315.0,319.0,316.0,716.0,760.0,782.0,818.0,948.0,1028.0,1407.0,1449.0,1885.0,1705.0,1735.0,1883.0,2186.0,2270.0,2604.0,2686.0,2910.0,2095.3,1904.5,2033.0,2221.1,2436.9,573.4,1207.4,2173.9
JORDAN,Water,555.0,531.0,394.0,337.0,235.0,211.0,298.0,221.0,288.0,370.0,356.0,425.0,586.0,607.0,507.0,511.0,366.0,408.0,330.0,269.0,191.8,161.2,152.8,166.5,190.2,36.9,54.6,110.0
JORDAN,Land,2407.0,2314.0,2358.0,3594.0,3584.0,3083.0,3424.0,5574.0,5340.0,6222.0,6573.0,6683.0,6179.0,6889.0,6870.0,8439.0,6077.0,5053.0,3963.0,3762.0,2522.1,2170.3,2379.3,2534.5,2733.5,629.5,1096.8,2765.2
KAZAKHSTAN,Air,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,767.0,274.0,298.0,504.0,584.0,568.0,521.0,565.0,785.0,850.0,944.0,874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAZAKHSTAN,Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,12.0,14.0,15.0,4.0,4.0,4.0,6.0,6.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAZAKHSTAN,Land,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2470.0,3987.0,4055.0,4189.0,4711.0,3545.0,3249.0,3528.0,4894.0,5307.0,5890.0,5453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KENYA,Air,614.0,633.0,631.0,564.0,611.0,654.0,627.0,539.0,547.0,764.0,842.0,964.0,1118.0,764.0,962.0,1120.0,1301.0,1292.0,1132.8,887.6,771.0,920.3,996.4,1490.1,1581.7,428.6,699.2,0.0
KENYA,Water,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,1.0,4.0,5.0,12.0,16.0,10.0,28.0,28.0,35.0,6.0,6.0,23.3,7.0,6.3,6.2,0.7,0.8,1.5,0.9,0.0
KENYA,Land,357.0,368.0,367.0,328.0,356.0,381.0,365.0,456.0,598.0,592.0,632.0,625.0,683.0,429.0,500.0,461.0,487.0,413.0,380.7,439.4,403.0,413.2,446.2,534.4,466.3,137.7,170.3,0.0
KIRIBATI,Air,3.9,4.2,5.1,5.7,5.1,4.8,4.6,4.9,4.9,3.4,4.1,4.4,4.7,3.9,3.9,4.7,5.3,4.9,5.9,5.0,3.9,5.7,5.8,7.1,7.9,1.4,0.034,0.0
KIRIBATI,Water,0.0,0.0,0.0,0.0,15.2,8.6,9.9,114.6,125.2,60.5,46.1,6.4,27.6,0.0,0.0,0.0,0.0,0.0,0.0,3.3,4.3,1.9,1.7,1.9,4.1,0.0,0.033,0.0
"KOREA, REPUBLIC OF",Air,2721.0,2656.0,2848.0,3275.0,3646.0,4045.0,3948.0,4067.0,3536.0,4529.0,4776.0,5116.0,5448.0,5822.0,6725.0,7518.0,8375.0,9759.0,9892.0,11557.4,10732.5,13714.9,11781.9,13955.8,15739.8,2240.5,674.0,2878.8
"KOREA, REPUBLIC OF",Water,201.0,223.0,239.0,228.0,271.0,324.0,327.0,326.0,314.0,400.0,404.0,1039.0,1001.0,1069.0,1093.0,1279.0,1420.0,1381.0,2284.0,2644.1,2499.2,3526.9,1553.9,1391.1,1763.0,278.6,293.0,319.2
KUWAIT,Air,807.0,859.0,878.0,903.0,961.0,929.0,994.0,1139.0,1272.0,1525.0,1657.0,1857.0,2126.0,2248.0,2425.0,2512.0,2571.0,2670.0,2914.0,3114.4,3390.0,3604.4,3942.0,4314.0,4277.2,1027.3,890.3,0.0
KUWAIT,Water,37.0,34.0,28.0,41.0,57.0,62.0,57.0,56.0,52.0,48.0,41.0,39.0,31.0,33.0,35.0,27.0,24.0,21.0,30.0,28.2,22.0,30.5,39.0,41.0,38.2,3.1,1.3,0.0
KUWAIT,Land,607.0,672.0,731.0,819.0,866.0,953.0,1021.0,1120.0,1278.0,1482.0,1776.0,2003.0,2325.0,2454.0,2628.0,2669.0,2979.0,3038.0,3273.0,3384.9,3529.0,3419.9,3426.0,4153.0,4249.6,1130.5,714.0,0.0
KYRGYZSTAN,Air,0.0,0.0,0.0,44.0,24.0,14.0,46.0,40.0,0.0,0.0,0.0,56.0,91.0,110.0,95.0,131.0,238.0,272.0,370.0,388.0,386.0,308.0,408.0,408.0,219.2,67.9,144.0,331.4
KYRGYZSTAN,Land,0.0,0.0,0.0,246.0,141.0,158.0,152.0,143.0,0.0,0.0,0.0,129.0,152.0,195.0,188.0,129.0,99.0,76.0,44.0,25.0,16.0,13.0,13.0,15.0,15.5,1.3,0.4,14.3
LAO PEOPLE´S DEMOCRATIC REPUBLIC,Air,35.0,47.0,51.0,65.0,66.0,92.0,95.0,147.0,159.0,242.0,438.0,389.0,650.0,556.0,582.0,1030.0,1329.0,340.0,421.0,500.0,520.0,578.9,520.2,613.0,1906.8,175.2,0.0,0.0
LAO PEOPLE´S DEMOCRATIC REPUBLIC,Land,311.0,356.0,412.0,435.0,548.0,645.0,579.0,589.0,477.0,653.0,657.0,826.0,974.0,1181.0,1426.0,1483.0,1395.0,2990.0,3358.0,3659.0,4164.0,3660.1,3348.7,3573.4,2884.2,711.2,0.0,0.0
LATVIA,Air,107.0,112.0,127.0,142.0,140.0,140.0,156.0,155.0,188.0,299.0,494.0,641.0,857.0,982.0,1277.0,1539.0,1698.0,1597.0,1628.0,1652.0,1789.0,1586.6,2094.7,2087.7,2677.2,653.1,838.5,0.0
LATVIA,Water,126.0,102.0,130.0,147.0,121.0,126.0,124.0,174.0,188.0,208.0,210.0,231.0,318.0,328.0,319.0,344.0,399.0,429.0,433.0,418.0,347.0,317.2,517.5,924.5,549.1,163.4,0.0,0.0
LATVIA,Land,1400.0,1536.0,1585.0,1499.0,1477.0,1616.0,1781.0,1968.0,2148.0,2620.0,3086.0,3777.0,4034.0,4186.0,3130.0,3159.0,3441.0,3543.0,3761.0,4176.0,4706.0,4893.099999999999,5113.599999999999,4763.0,5116.0,2387.1,1098.3,0.0
LEBANON,Air,0.0,0.0,381.0,418.0,448.0,481.0,515.0,582.0,0.0,0.0,0.0,673.0,663.0,900.0,1261.0,1406.0,1368.0,1287.0,1203.0,1282.3,1422.0,1564.1,1715.9,1801.8,1737.9,378.3,809.8,1288.4
LEBANON,Water,0.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,387.0,75.0,11.0,12.0,18.0,26.0,56.0,7.0,7.1,19.0,16.0,12.9,12.7,11.0,4.4,7.3,9.8
LEBANON,Land,0.0,0.0,174.0,182.0,223.0,260.0,321.0,374.0,0.0,0.0,0.0,21.0,352.0,431.0,588.0,759.0,284.0,72.0,64.0,65.3,77.0,108.3,128.0,149.4,187.4,31.5,72.9,167.8
LESOTHO,Air,8.0,12.0,7.0,9.0,9.0,9.0,9.0,9.0,11.0,10.0,11.0,13.0,15.0,15.0,14.0,13.0,12.0,11.0,14.0,0.0,12.4,13.7,12.1,19.2,15.4,0.0,2.1,0.0
LESOTHO,Land,201.0,300.0,306.0,280.0,299.0,293.0,286.0,279.0,318.0,294.0,293.0,344.0,285.0,278.0,330.0,413.0,386.0,412.0,419.0,1079.0,1070.0,1182.6,1125.1,1153.4,1126.9,0.0,276.5,0.0
LIBYA,Air,0.0,0.0,0.0,0.0,0.0,0.0,343.0,309.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIBYA,Water,0.0,51.0,36.0,34.0,39.0,38.0,20.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIBYA,Land,0.0,1225.0,877.0,816.0,926.0,925.0,590.0,531.0,591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LITHUANIA,Air,0.0,106.0,132.0,132.0,138.0,149.0,148.0,161.0,185.0,199.0,320.0,400.0,517.0,579.0,422.0,510.0,605.0,655.0,704.0,736.0,785.0,908.0,1044.1,1233.9,1325.7,345.9,436.8,1023.0
LITHUANIA,Water,0.0,65.0,64.0,40.0,56.0,58.0,40.0,38.0,55.0,66.0,95.0,170.0,41.0,39.0,38.0,49.0,26.0,33.0,31.0,29.0,31.0,34.0,39.7,48.9,26.9,57.1,18.4,26.9
LITHUANIA,Land,0.0,661.0,816.0,1244.0,1228.0,876.0,1082.0,1229.0,1251.0,1536.0,1585.0,1610.0,928.0,993.0,881.0,948.0,1144.0,1212.0,1277.0,1297.0,1256.0,1354.0,1439.6000000000001,1542.1,1521.9,533.6999999999999,492.50000000000006,1118.8
"MACAO, CHINA",Air,32.67,408.995,537.209,512.18,672.89,834.203,861.795,905.387,654.603,861.783,1040.101,1236.178,1473.754,1665.227,1619.099,1634.062,1681.68,1767.771,1949.73,2055.199,2089.774,2413.317,2744.635,3295.8,3847.376,436.936,501.387,241.186
"MACAO, CHINA",Water,5989.222,6041.204,4838.576,4687.055,4436.328,5190.517,5267.734,5700.711,5174.587,6304.563,6719.895,7655.855,8980.381,9173.206,8684.809,10244.087,11020.999,11484.84,11557.593,12080.543,11413.908,10777.447,11236.083,10355.396,6267.619,426.298,200.821,166.045
"MACAO, CHINA",Land,1730.603,1700.856,1624.585,1749.3,2334.706,3137.492,4149.444,4924.743,6058.686,9506.21,10951.191,13106.089,16549.235,12094.752,11448.843,13087.262,15299.6,14829.681,15817.499,17389.89,17210.946,17759.572,18629.788,22152.467,29291.186,5033.614,7003.735,5293.108
MADAGASCAR,Air,75.0,83.0,101.0,121.0,138.0,160.0,170.0,62.0,139.0,229.0,277.0,312.0,344.0,375.0,163.0,196.0,225.0,256.0,196.0,222.0,244.0,293.0,255.0,291.0,384.0,68.3,7.8,0.0
MADAGASCAR,Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,40.0,30.0,69.0,102.0,18.8,0.0,0.0
MALAWI,Air,54.0,59.0,70.0,75.0,86.0,74.0,84.0,94.0,114.0,114.0,106.0,201.0,232.0,227.0,251.0,224.0,227.0,198.5,219.8,230.4,220.6,233.2,129.2,134.4,347.3,38.6,136.1,0.0
MALAWI,Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,5.0,9.0,15.0,21.0,4.0,4.0,3.1,9.1,4.7,2.0,2.3,1.2,1.3,1.0,0.8,0.4,0.0
MALAWI,Land,138.0,134.0,137.0,145.0,168.0,154.0,182.0,289.0,310.0,310.0,325.0,432.0,494.0,500.0,483.0,518.0,536.0,568.8,566.1999999999999,584.0,582.3000000000001,613.8,706.9,735.5,630.0,159.5,295.5,0.0
MALAYSIA,Air,1830.0,1680.0,1906.0,1559.0,1933.0,3265.0,2827.0,2434.0,1810.0,1988.0,2846.0,3348.0,4032.0,4883.0,0.0,0.0,0.0,0.0,7095.7,7789.0,7450.4,6192.0,6606.3,8965.4,9613.9,1648.0,69.3,0.0
MALAYSIA,Water,207.0,224.0,201.0,427.0,762.0,371.0,420.0,245.0,265.0,330.0,449.0,523.0,1005.0,832.0,0.0,0.0,0.0,0.0,737.6,836.6,971.4,1368.0,1059.8,1179.5,1289.2,313.0,1.6,0.0
MALAYSIA,Land,5085.0,4871.0,3752.0,3217.0,4761.0,5973.0,8815.0,9965.0,8010.0,12333.0,12125.0,12365.0,14180.0,14047.0,0.0,0.0,0.0,0.0,17882.0,18811.7,17299.4,19197.0,18282.3,15687.400000000001,15197.6,2372.0,63.8,0.0
MALDIVES,Air,315.0,339.0,366.0,396.0,430.0,467.0,461.0,485.0,564.0,617.0,395.0,602.0,676.0,683.0,656.0,792.0,931.0,958.0,1125.0,1205.0,1234.0,1286.0,1390.0,1484.0,1703.0,555.0,1322.0,1675.0
MALI,Air,42.0,98.0,75.0,83.0,82.0,86.0,89.0,96.0,110.0,113.0,143.0,153.0,164.0,0.0,116.0,129.0,130.0,101.0,121.0,152.0,159.0,173.2,193.0,203.0,217.0,75.0,168.0,0.0
MALI,Land,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,40.0,30.0,33.0,21.0,16.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MALTA,Air,1039.0,973.0,1040.0,1102.0,1143.0,1177.0,1145.0,1098.0,1097.0,1127.0,1151.0,1104.0,1224.0,1270.0,1166.0,1309.0,1375.0,1401.0,1539.0,1641.3,1737.7,1918.0,2226.6,2552.0,2702.0,640.0,944.0,2231.5
MALTA,Water,77.0,81.0,71.0,80.0,71.0,39.0,35.0,35.0,29.0,29.0,20.0,20.0,20.0,21.0,16.0,30.0,40.0,42.0,43.0,48.5,45.0,48.0,47.2,47.0,51.0,18.6,24.0,55.1
MARSHALL ISLANDS,Air,5.5,6.2,6.4,6.4,4.6,5.2,5.4,6.0,7.2,7.0,7.5,5.8,7.2,6.0,4.9,4.6,4.6,4.6,0.0,4.9,6.3,5.4,6.0,6.8,6.1,1.2,0.035,0.0
MARSHALL ISLANDS,Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.7,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARTINIQUE,Air,0.0,425.0,464.0,498.0,511.0,475.0,419.0,393.0,384.0,404.0,439.0,465.0,469.0,457.0,418.0,451.0,475.0,462.0,476.0,473.1,461.8,495.9,519.5,515.0,517.2,300.2,282.1,522.1
MARTINIQUE,Water,0.0,52.0,49.0,51.0,53.0,51.0,41.0,54.0,70.0,67.0,45.0,38.0,32.0,24.0,24.0,27.0,21.0,26.0,14.0,16.4,25.5,23.4,16.2,22.0,39.1,12.1,8.9,34.0
MAURITIUS,Air,416.0,480.0,529.0,541.0,564.0,646.0,650.0,668.0,690.0,708.0,748.0,775.0,895.0,914.0,848.0,911.0,940.0,948.5,980.0,1035.0,1132.0,1247.0,1312.3,1359.7,1338.2,279.3,178.7,990.1
MAURITIUS,Water,6.0,6.0,7.0,17.0,14.0,10.0,10.0,14.0,12.0,11.0,13.0,13.0,12.0,16.0,23.0,24.0,25.0,16.9,13.0,3.0,19.0,28.0,29.6,39.7,45.2,29.7,1.0,7.2
MEXICO,Air,5626.0,6317.0,6978.0,7086.0,7301.0,7973.0,7662.0,7334.0,7696.0,8870.0,9936.0,10153.0,10617.0,11007.0,8675.0,10619.0,10844.0,11361.0,12221.3,13463.0,15248.0,16878.0,18548.0,19368.0,19634.9,8337.6,14602.1,21329.1
MEXICO,Land,14615.0,15078.0,12373.0,12306.0,11742.0,12668.0,12148.0,12333.0,10969.0,11748.0,11979.0,11199.0,10989.0,11924.0,12671.0,12671.0,12559.0,12042.0,11929.3,15883.0,16845.0,18201.0,20743.0,21944.7,25389.5,15945.9,17258.3,16996.4
MONACO,Air,0.0,0.0,0.0,0.0,0.0,0.0,169.0,169.0,151.0,168.0,196.0,222.0,230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MONACO,Water,0.0,0.0,0.0,0.0,0.0,0.0,101.0,93.0,84.0,82.0,90.0,91.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MONTSERRAT,Air,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.9,1.3,1.6,5.6,7.9,7.7,6.8,5.6,5.1,4.1,4.1,4.5,4.1,4.1,6.0,4.1,4.4,4.0,1.9,1.6,0.0
MONTSERRAT,Water,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.9,7.1,8.5,4.1,0.1,0.1,0.6,0.7,0.9,1.3,3.2,2.7,4.7,4.8,2.7,5.4,5.8,6.4,2.6,0.0,0.0
MOROCCO,Air,1153.0,1277.0,1431.0,1581.0,1853.0,2110.0,2146.0,2095.0,2139.0,2548.0,2986.0,3549.0,4395.0,4792.0,5108.0,6136.0,6254.0,6019.0,6691.4,6950.0,6772.3,6804.0,7619.3,8399.5,9081.5,2265.1,3461.2,7546.9
MOROCCO,Water,1008.0,1021.0,1187.0,989.0,1455.0,1612.0,1637.0,1655.0,1881.0,2201.0,2040.0,1937.0,1745.0,1756.0,1913.0,1924.0,1902.0,1941.0,1993.1,2036.0,2113.1,2198.3,2482.5,2471.6,2320.9,293.3,250.8,1422.3
MOROCCO,Land,441.0,395.0,454.0,525.0,508.0,556.0,597.0,703.0,741.0,728.0,818.0,1072.0,1268.0,1331.0,1320.0,1229.0,1186.0,1415.0,1361.7,1297.0,1291.4,1329.5,1247.6,1417.5,1529.8,219.4,9.8,1899.6
MOZAMBIQUE,Air,0.0,0.0,0.0,0.0,0.0,0.0,15.0,55.0,70.0,116.0,156.0,140.0,54.0,109.0,190.0,508.0,604.0,730.0,675.0,738.5,616.0,605.2,534.1,1012.6,843.0,434.0,219.9,0.0
MOZAMBIQUE,Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.1,0.0
MOZAMBIQUE,Land,0.0,0.0,0.0,0.0,0.0,0.0,389.0,888.0,656.0,595.0,798.0,524.0,717.0,1330.0,1521.0,1328.0,1409.0,1476.0,1295.0,1012.1,1018.0,1110.1,979.6,1857.2,1187.0,525.0,328.9,0.0
MYANMAR,Air,117.0,172.0,189.0,201.0,198.0,206.0,202.0,215.0,203.0,240.0,230.0,261.0,246.0,191.0,236.0,308.0,385.0,586.0,796.0,1082.0,1220.9,1214.0,1314.1,1335.7,1792.4,330.4,18.6,90.8
MYANMAR,Water,2.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,6.0,18.6,26.8,11.0,6.9,9.4,8.7,1.1,0.8,1.2
MYANMAR,Land,75.0,315.0,299.0,274.0,236.0,209.0,270.0,270.0,391.0,415.0,428.0,366.0,468.0,538.0,525.0,483.0,428.0,470.0,1242.0,1980.7,3433.3,1682.0,2122.1,2206.3,2563.0,571.9,111.6,141.4
NAMIBIA,Air,0.0,112.0,121.0,0.0,0.0,0.0,165.0,183.0,167.0,167.0,185.0,217.0,246.0,273.0,0.0,282.0,281.5,291.3,320.7,341.1,376.7,426.5,408.0,435.8,683.6,79.8,98.4,214.3
NAMIBIA,Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,3.0,6.0,9.0,0.0,15.0,15.3,10.2,11.7,8.6,10.3,9.8,8.9,9.2,38.6,2.5,0.5,0.0
NAMIBIA,Land,0.0,0.0,0.0,0.0,0.0,0.0,505.0,574.0,520.0,0.0,589.0,613.0,677.0,649.0,0.0,687.0,730.4,777.5,843.7,970.4,1000.7,1033.0,1082.5,1112.1999999999998,873.8,87.3,133.9,246.7
NEPAL,Air,325.0,343.0,371.0,398.0,421.0,377.0,299.0,218.0,275.0,297.0,277.0,284.0,361.0,375.0,379.0,449.0,545.0,598.0,595.0,586.0,407.4,572.6,760.6,969.3,995.9,183.1,150.6,592.6
NEPAL,Land,38.0,50.0,51.0,66.0,70.0,87.0,62.0,57.0,63.0,88.0,98.0,100.0,166.0,125.0,131.0,154.0,191.0,205.0,203.0,204.0,131.6,180.4,179.6,203.8,201.3,47.0,0.3,22.2
NETHERLANDS,Air,0.0,0.0,0.0,0.0,3787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NETHERLANDS,Water,0.0,0.0,0.0,0.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NETHERLANDS,Land,0.0,0.0,0.0,0.0,5800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEW CALEDONIA,Air,84.0,89.0,105.0,104.0,100.0,110.0,100.0,102.0,101.0,99.0,101.0,100.0,103.0,104.0,99.0,99.0,112.0,112.0,108.0,107.0,114.0,116.0,121.0,120.0,131.0,31.0,12.4,79.0
NEW CALEDONIA,Water,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEW ZEALAND,Air,1397.0,1518.0,1488.0,1470.0,1592.0,1776.0,1897.0,2022.0,2083.0,2322.0,2349.0,2387.0,2431.0,2408.0,2420.0,2488.0,2568.0,2532.0,2672.0,2817.1,3097.6,3460.7,3677.0,3809.3,3827.4,965.7,205.0,1426.3
NEW ZEALAND,Water,12.0,11.0,9.0,15.0,15.0,11.0,13.0,23.0,21.0,12.0,17.0,22.0,25.0,39.0,28.0,23.0,26.0,23.0,38.0,36.4,31.8,33.6,46.0,48.4,61.0,30.7,2.0,7.5
NICARAGUA,Air,95.0,105.0,123.0,136.0,153.0,172.0,172.0,164.0,180.0,204.0,235.0,279.0,323.0,356.0,353.0,351.0,360.0,392.0,400.0,433.0,466.3,478.8,606.1,381.8,410.0,118.2,88.2,485.3
NICARAGUA,Water,13.0,15.0,12.0,13.0,14.0,17.0,17.0,17.0,21.0,13.0,26.0,28.0,15.0,26.0,26.0,14.0,15.0,17.0,19.0,22.0,19.2,15.7,8.0,7.0,7.5,2.5,1.4,4.3
NICARAGUA,Land,173.0,182.0,223.0,257.0,301.0,297.0,294.0,291.0,324.0,397.0,451.0,442.0,462.0,476.0,553.0,646.0,685.0,771.0,810.0,875.0,900.9,1009.9,1173.2,866.7,877.7,263.3,132.8,328.3
NIGER,Air,35.0,38.0,44.0,20.0,39.0,50.0,51.0,39.0,50.0,54.0,58.0,60.0,48.0,73.0,66.0,74.0,82.0,94.0,123.0,135.0,135.0,152.0,164.0,157.0,192.0,85.0,0.0,0.0
NIGERIA,Air,0.0,0.0,0.0,1273.0,1338.0,1401.0,1646.0,1924.0,2116.0,2493.0,2618.0,2879.0,3140.0,3401.0,3662.0,3118.0,2503.0,2313.0,2439.0,2698.8,3309.5,1565.8,1450.9,1471.2,1501.0,338.6,349.0,356.0
NIGERIA,Water,0.0,0.0,0.0,17.0,17.0,18.0,21.0,22.0,25.0,28.0,29.0,32.0,560.0,407.0,520.0,183.0,67.0,257.0,319.0,624.4,785.5,328.9,103.6,105.1,107.2,24.2,24.9,25.0
NIGERIA,Land,0.0,0.0,0.0,67.0,70.0,73.0,86.0,99.0,112.0,125.0,131.0,144.0,1539.0,1795.0,1871.0,2812.0,1195.0,2103.0,1280.0,1480.0,1922.3,3370.8,3627.4,3678.0,3752.5,846.6,872.5,890.0
NIUE,Air,2.2,1.5,1.8,1.7,1.9,1.9,1.4,2.1,2.7,2.6,2.8,3.0,3.3,4.7,4.7,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIUE,Water,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORTHERN MARIANA ISLANDS,Air,669.0,728.0,685.0,481.0,493.0,517.0,438.0,466.0,452.0,525.0,498.0,429.0,385.0,388.0,345.0,375.0,336.0,398.6,436.3,455.0,475.1,526.0,656.0,516.4,483.7,86.8,12.2,96.1
NORTHERN MARIANA ISLANDS,Water,7.0,8.0,10.0,9.0,8.0,12.0,6.0,10.0,7.0,11.0,9.0,7.0,4.0,9.0,9.0,4.0,5.0,2.4,2.6,4.7,3.4,5.0,4.0,1.4,3.3,2.1,0.5,0.5
NORWAY,Air,0.0,0.0,0.0,998.0,1037.0,1006.0,998.0,1011.0,1170.0,1414.0,1588.0,1756.0,1916.0,1901.0,1798.0,2008.0,2137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORWAY,Water,0.0,0.0,0.0,700.0,673.0,673.0,655.0,690.0,698.0,694.0,709.0,750.0,808.0,731.0,748.0,824.0,827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORWAY,Land,0.0,0.0,0.0,1558.0,1513.0,1425.0,1420.0,1410.0,1401.0,1521.0,1527.0,1565.0,1654.0,1716.0,1801.0,1934.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAKISTAN,Air,328.0,317.0,313.0,354.0,354.0,475.0,407.0,408.0,385.0,536.0,682.0,763.0,732.0,718.0,679.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAKISTAN,Water,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
