Country,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
UNITED ARAB EMIRATES,2315.0,2572.0,2476.0,2991.0,3393.0,3907.0,4134.0,5445.0,5871.0,6195.0,7126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16232.0,19313.0,20894.0,21805.0,23092.0,25282.0,8084.0,12784.0,0.0
UNITED KINGDOM,23537.0,25163.0,25515.0,25745.0,25394.0,25209.0,22835.0,24180.0,24715.0,27755.0,29970.0,32713.0,32778.0,31888.0,31072.0,30398.0,31886.0,32221.0,33567.0,35337.0,36792.0,39129.0,41080.0,40283.0,40857.0,11101.0,6384.0,31244.0
UNITED STATES OF AMERICA,79732.0,82756.0,82525.0,74767.0,75796.0,78343.0,70975.0,64434.0,62082.0,67606.0,71484.0,183178.0,175299.0,175703.0,160508.0,162275.0,147271.416,171629.897,179309.907,178311.354,176864.526,175261.488,174291.74599999998,169324.918,165478.0,44792.0,66594.0,50870.0
UNITED STATES VIRGIN ISLANDS,1741.0,1779.0,2128.0,2139.0,1964.0,2396.0,2497.0,2337.0,2395.0,2620.0,2602.0,2571.0,2606.0,2435.0,2245.0,2531.0,2686.0,2640.0,2702.0,2814.0,2643.0,2574.0,1954.0,1922.0,2074.0,862.0,1072.4,0.0
URUGUAY,2177.0,2258.0,2463.0,2324.0,2273.0,2236.0,2136.0,1354.0,1508.0,1871.0,1917.0,1824.0,1815.0,2255.0,2303.0,2708.0,3244.0,3155.0,3242.0,3195.0,3286.0,3632.0,4219.0,3954.0,3480.0,0.0,234.0,0.0
UZBEKISTAN,92.0,173.0,960.0,811.0,487.0,302.0,345.0,332.0,231.0,262.0,242.0,560.0,903.0,1069.0,1215.0,975.0,1393.0,1895.0,1969.0,1862.0,1918.0,2027.0,2690.0,5346.0,6749.0,1504.0,1881.0,5233.0
VANUATU,82.0,103.0,81.0,78.0,96.0,106.0,106.0,99.0,102.0,99.0,126.0,154.0,167.0,196.6,225.5,237.7,248.9,321.0,357.0,329.0,287.0,351.6,332.7,350.2,256.0,82.4,0.0,65.0
"VENEZUELA, BOLIVARIAN REPUBLIC OF",879.0,960.0,933.0,813.0,702.0,602.0,792.0,590.0,435.0,618.0,846.0,883.0,898.0,702.0,567.0,535.0,625.0,1061.0,1085.0,967.0,882.0,681.0,429.0,0.0,0.0,0.0,0.0,0.0
VIET NAM,1351.0,1607.0,1716.0,1520.0,1782.0,2140.0,2330.0,2628.0,2429.0,2928.0,3477.0,3583.0,4229.0,4236.0,3747.0,5050.0,6014.0,6848.0,7572.0,7874.0,7944.0,10013.0,12922.0,15498.0,18009.0,3837.0,157.0,3661.0
YEMEN,61.0,74.0,80.0,88.0,58.0,73.0,76.0,98.0,155.0,274.0,336.0,1061.0,948.0,1023.0,1028.0,1035.0,1175.0,1282.0,1323.0,1218.0,398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZAMBIA,163.0,264.0,341.0,362.0,404.0,457.0,492.0,565.0,413.0,515.0,669.0,757.0,897.0,812.0,710.0,815.0,920.0,859.0,915.0,947.0,932.0,956.0,1009.0,1072.0,1266.0,502.0,554.0,0.0
ZIMBABWE,1416.0,1597.0,1336.0,2090.0,2250.0,1967.0,2217.0,2041.0,2256.0,1854.0,1559.0,2287.0,2506.0,1956.0,2017.0,2239.0,2423.0,1794.0,1833.0,1880.0,2057.0,2168.0,2423.0,2580.0,2294.0,639.0,381.0,1044.0
